學號,10101學籍狀態,10102學籍狀態,10201學籍狀態,10202學籍狀態,10301學籍狀態,10302學籍狀態,10401學籍狀態,10402學籍狀態,10101期中預警科目,10102期中預警科目,10201期中預警科目,10202期中預警科目,10301期中預警科目,10302期中預警科目,10401期中預警科目,10402期中預警科目,10101期中預警學分數,10102期中預警學分數,10201期中預警學分數,10202期中預警學分數,10301期中預警學分數,10302期中預警學分數,10401期中預警學分數,10402期中預警學分數,大一憂鬱篩檢
410177008,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：排球; 2.會計學; ,1.微積分; 2.中級會計學; ,1.微積分; 2.哲學概論; 3.中級會計學; ,1.體育：室內飛輪; ,-,-,1.高級會計學; ,0,3,7,9,0,0,0,3,-
410177009,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410177010,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; ,1.統計學; 2.貨幣銀行學; 3.個體經濟學; ,1.統計學; 2.中級會計學; ,-,1.電腦概論; ,1.高級會計學; ,-,0,3,9,7,0,2,3,0,-
410177011,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; ,-,-,-,-,0,0,0,4,0,0,0,0,-
410177012,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; 2.經濟學; ,1.個體經濟學; 2.中級會計學; ,1.統計學; 2.中級會計學; ,1.財務管理; ,1.微積分; ,-,1.高級會計學; ,0,6,7,7,3,3,0,3,-
410177013,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,-,-,1.中級會計學; ,-,-,1.高級會計學; ,1.高級會計學; ,3,0,0,4,0,0,3,3,-
410177014,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; ,-,-,-,-,0,0,0,4,0,0,0,0,-
410177015,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; 2.國文：經典閱讀與詮釋; 3.微積分; 4.經濟學; ,-,1.統計學; 2.個體經濟學; ,1.統計學; ,1.體育：室內飛輪; ,-,-,-,12,0,6,3,0,0,0,0,-
410177016,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; ,-,1.個體經濟學; 2.中級會計學; ,1.中級會計學; ,1.體育：室內飛輪; 2.財務管理; ,-,-,-,3,0,7,4,3,0,0,0,-
410177017,正常,正常,正常,正常,休學,正常,正常,正常,1.會計學; 2.德文; 3.德語聽講練習; 4.微積分; ,1.經濟學; 2.微積分; ,1.統計學; ,1.統計學; ,-,-,-,-,9,6,3,3,0,0,0,0,-
410177018,正常,正常,正常,正常,正常,正常,正常,正常,1.軍訓(一):國家安全; ,-,-,-,-,-,-,-,1,0,0,0,0,0,0,0,-
410177019,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; 2.中級會計學; ,1.中級會計學; ,1.體育：室內飛輪; ,-,-,-,0,0,7,4,0,0,0,0,-
410177020,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177021,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,1.高級會計學; ,0,0,0,0,0,0,0,3,-
410177022,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,1.體育：游泳; 2.統計學; 3.中級會計學; ,-,-,-,1.高級會計學; ,0,0,3,7,0,0,0,3,★★★★ 亟需關懷
410177023,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.情緒管理與壓力調適; ,-,-,-,1.高級會計學; ,0,0,0,2,0,0,0,3,-
410177024,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177025,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; ,-,1.個體經濟學; ,-,-,-,-,-,3,0,3,0,0,0,0,0,-
410177026,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177027,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.中級會計學; ,1.中級會計學; ,-,-,-,-,0,0,4,4,0,0,0,0,★★★★ 亟需關懷
410177028,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; ,-,-,-,-,0,0,0,4,0,0,0,0,-
410177029,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.個體經濟學; 2.中級會計學; ,-,-,-,-,-,0,3,7,0,0,0,0,0,-
410177030,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★
410177031,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; ,1.體育：排球; ,1.個體經濟學; 2.中級會計學; ,-,-,-,-,-,3,0,7,0,0,0,0,0,-
410177032,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.統計學; ,1.審計學; ,-,-,-,0,0,0,3,3,0,0,0,-
410177033,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177034,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; ,1.體育：排球; 2.會計學; 3.經濟學; ,1.統計學; 2.中級會計學; ,1.中級會計學; ,1.財務管理; ,-,-,-,3,6,7,4,3,0,0,0,-
410177035,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：排球; ,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177036,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; ,-,-,-,-,0,0,0,4,0,0,0,0,-
410177037,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177038,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; 2.中級會計學; ,-,1.審計學; ,-,-,-,0,0,7,0,3,0,0,0,-
410177039,正常,正常,正常,正常,休學,正常,正常,正常,1.經濟學; 2.會計學; 3.國文：經典閱讀與詮釋; 4.大學英文：英語聽講練習; ,1.經濟學; 2.會計學; ,1.體育：桌球; 2.統計學; 3.微積分; ,1.經濟學; 2.閱讀‧悅讀; ,1.內部控制與內部稽核; ,-,-,-,10,6,6,5,3,0,0,0,-
410177040,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; ,1.個體經濟學; 2.財政學（一）; ,1.微積分; 2.統計學; ,-,-,-,-,0,3,6,6,0,0,0,0,-
410177041,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; 2.會計學; ,1.會計學; ,-,1.體育：游泳; 2.統計學; 3.中級會計學; ,-,-,1.運動與健康; 2.審計學; ,-,6,3,0,7,0,0,5,0,-
410177042,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.微積分; ,1.統計學; 2.個體經濟學; ,-,-,-,-,-,3,3,6,0,0,0,0,0,-
410177043,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; 2.個體經濟學; ,-,-,-,-,-,0,0,6,0,0,0,0,0,-
410177044,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177045,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177046,正常,正常,正常,休學,正常,-,-,-,1.微積分; ,1.大學英文; 2.會計學; 3.經濟學; ,1.微積分; ,-,-,-,-,-,3,8,3,0,0,0,0,0,-
410177047,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; 2.中級會計學; ,-,1.審計學; ,-,1.高級會計學; ,-,0,0,7,0,3,0,3,0,-
410177048,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★★★★ 亟需關懷
410177049,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410177050,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.中級會計學; ,-,-,-,-,1.高級會計學; ,0,0,4,0,0,0,0,3,-
410177051,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; 2.電腦概論; ,1.統計學; ,-,-,-,-,0,0,5,3,0,0,0,0,-
410177052,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; 2.會計學; ,1.統計學; ,1.中級會計學; ,-,-,1.高級會計學; 2.審計學; ,1.審計學; 2.高級會計學; ,0,6,3,4,0,0,6,6,-
410177053,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177054,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：排球; ,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177055,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,-,1.中級會計學; ,-,-,-,-,0,3,0,4,0,0,0,0,★
410177056,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; 2.經濟學; ,1.中級會計學; 2.微積分; ,1.統計學; 2.微積分; 3.中級會計學; ,-,1.統計學; ,1.音樂劇欣賞; ,-,0,6,7,10,0,3,2,0,-
410177057,正常,正常,正常,正常,正常,正常,正常,正常,-,1.體育：排球; ,1.個體經濟學; ,1.中級會計學; ,-,-,-,-,0,0,3,4,0,0,0,0,-
410177058,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410177059,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177060,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; 2.統計學; ,-,-,-,-,0,0,0,7,0,0,0,0,-
410177061,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177062,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; ,-,-,-,-,0,0,0,4,0,0,0,0,-
410177063,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177064,正常,正常,正常,正常,-,-,-,-,1.國文：經典閱讀與詮釋; ,1.微積分; 2.體育：網球; 3.經濟學; 4.會計學; ,1.全民國防教育軍事訓練課程：防衛動員; 2.個體經濟學; 3.統計學; ,-,-,-,-,-,3,9,8,0,0,0,0,0,-
410177065,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; 2.經濟學; ,1.個體經濟學; 2.統計學; ,1.統計學; 2.中級會計學; ,1.志願服務與人道關懷; ,-,-,-,0,6,6,7,2,0,0,0,-
410177066,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; ,-,1.個體經濟學; 2.中級會計學; ,1.中級會計學; ,-,-,-,1.高級會計學; ,3,0,7,4,0,0,0,3,-
410177067,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; 2.個體經濟學; ,1.統計學; 2.中級會計學; ,-,-,-,-,0,0,6,7,0,0,0,0,-
410177068,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.財政學（一）; ,1.中級會計學; ,-,-,-,-,0,0,3,4,0,0,0,0,-
410177069,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; ,-,-,-,-,0,0,0,4,0,0,0,0,-
410177070,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.統計學; ,-,-,-,-,0,0,0,3,0,0,0,0,-
410177071,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; ,-,1.中級會計學; ,1.中級會計學; ,-,-,-,-,3,0,4,4,0,0,0,0,-
410177072,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; ,-,1.體育：室內飛輪; ,-,-,-,-,-,3,0,0,0,0,0,0,0,-
410177073,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177074,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; 2.會計學; ,-,1.貨幣銀行學; ,-,-,-,-,-,6,0,3,0,0,0,0,0,-
410177075,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410177076,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,1.個體經濟學; ,1.中級會計學; ,-,-,1.西方音樂的軌跡; ,1.高級會計學; ,0,3,3,4,0,0,2,3,-
410177077,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177078,正常,正常,正常,正常,正常,正常,-,-,-,1.會計學; ,1.個體經濟學; ,1.統計學; 2.中級會計學; ,-,-,-,-,0,3,3,7,0,0,0,0,★★★★ 亟需關懷
410177079,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,1.個體經濟學; 2.中級會計學; ,1.中級會計學; ,-,-,-,1.高級會計學; ,0,3,7,4,0,0,0,3,-
410177080,正常,正常,正常,正常,正常,正常,正常,正常,1.國文：經典閱讀與詮釋; ,1.微積分; ,-,1.中級會計學; ,-,-,-,-,3,3,0,4,0,0,0,0,-
410177081,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.中級會計學; ,1.中級會計學; ,-,-,-,1.高級會計學; ,0,0,4,4,0,0,0,3,-
410177082,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177083,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177084,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177085,正常,休學,正常,正常,正常,正常,正常,正常,1.會計學; 2.德文; 3.德語聽講練習; ,-,1.經濟學; 2.體育：籃球; ,1.體育：網球; 2.教育概論（教育導論）; ,1.體育：室內飛輪; ,-,-,1.微積分; ,6,0,3,3,0,0,0,3,-
410177086,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; ,-,-,-,-,0,0,0,4,0,0,0,0,-
410177087,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177088,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177089,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,1.高級會計學; ,0,0,0,0,0,0,0,3,-
410177090,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177091,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; ,1.中級會計學; ,-,-,-,-,0,0,3,4,0,0,0,0,★★★★ 亟需關懷
410177092,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.情緒管理與壓力調適; ,-,-,-,-,0,0,0,2,0,0,0,0,-
410177093,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.中級會計學; ,1.中級會計學; ,1.審計學; ,-,-,1.高級會計學; ,0,0,4,4,3,0,0,3,★★★ 需關懷
410177094,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.貨幣銀行學; 2.中級會計學; ,1.中級會計學; ,1.審計學; ,1.行政法; ,1.高級會計學; ,1.高級會計學; ,0,0,7,4,3,3,3,3,-
410177095,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; 2.會計學; ,1.個體經濟學; ,-,-,-,-,-,0,6,3,0,0,0,0,0,-
410177096,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177097,正常,休學,休學,休學,正常,-,-,-,1.德文; 2.德語聽講練習; ,1.微積分; 2.會計學; ,-,-,-,-,-,-,3,6,0,0,0,0,0,0,-
410177098,正常,正常,正常,正常,正常,正常,正常,正常,1.大學英文; ,1.大學英文; ,-,1.統計學; 2.微積分; 3.閱讀‧悅讀; ,1.體育：室內飛輪; ,1.統計學; ,-,1.審計學; ,2,2,0,8,0,3,0,3,-
410177099,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410177100,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★
410177101,正常,正常,正常,正常,正常,正常,正常,正常,1.經濟學; ,-,-,-,-,-,-,-,3,0,0,0,0,0,0,0,-
410177102,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,1.體育：排球; 2.會計學; ,1.個體經濟學; ,1.專業英文：商用英文口說訓練; 2.統計學; 3.體育：桌球; 4.中級會計學; ,1.體育：室內飛輪; 2.內部控制與內部稽核; ,-,1.西方音樂的軌跡; ,-,3,3,3,9,3,0,2,0,-
410177103,正常,正常,正常,正常,正常,正常,正常,正常,1.德文; 2.德語聽講練習; ,-,1.中級會計學; ,1.中級會計學; ,-,-,-,-,3,0,4,4,0,0,0,0,-
410177104,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; 2.中級會計學; ,1.統計學; 2.中級會計學; ,-,-,1.高級會計學; ,1.高級會計學; ,0,0,7,7,0,0,3,3,-
410177105,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; 2.中級會計學; ,1.中級會計學; ,-,-,-,-,0,0,7,4,0,0,0,0,-
410177106,休學,休學,休學,休學,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177107,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410177108,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177109,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177110,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.審計學; ,-,-,-,0,0,0,0,3,0,0,0,-
410177111,休學,休學,正常,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177112,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177113,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; 2.個體經濟學; 3.中級會計學; ,1.中級會計學; ,-,-,-,-,0,0,10,4,0,0,0,0,-
410177114,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; 2.中級會計學; ,-,-,-,-,1.高級會計學; ,0,0,7,0,0,0,0,3,-
410177115,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410177116,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177117,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177118,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; ,-,-,-,-,-,0,0,3,0,0,0,0,0,-
410177119,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.中級會計學; ,-,-,1.高級會計學; ,1.高級會計學; ,0,0,0,4,0,0,3,3,-
410177120,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.體育：室內飛輪; ,1.中級會計學; ,-,-,-,-,0,0,0,4,0,0,0,0,-
410177121,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177122,正常,正常,正常,休學,正常,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177123,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177124,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; ,1.貨幣銀行學; 2.個體經濟學; 3.中級會計學; ,-,-,-,1.高級會計學; 2.審計學; ,1.審計學; ,0,3,10,0,0,0,6,3,-
410177125,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177126,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177127,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; 2.體育：排球; ,1.個體經濟學; 2.中級會計學; ,-,-,-,-,1.高級會計學; ,0,3,7,0,0,0,0,3,-
410177128,正常,正常,正常,正常,休學,休學,休學,休學,-,1.經濟學; ,1.個體經濟學; ,-,-,-,-,-,0,3,3,0,0,0,0,0,-
410177129,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177130,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177131,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410177132,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.個體經濟學; 2.中級會計學; ,-,-,-,-,-,0,0,7,0,0,0,0,0,-
410177133,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410178017,正常,正常,休學,休學,-,-,-,-,1.統計學; 2.線性代數; ,1.線性代數; 2.體育：網球; ,1.社會思想史; 2.體育：桌球; ,-,-,-,-,-,6,3,3,0,0,0,0,0,-
410179001,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179002,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,-,1.體育：桌球; ,-,-,-,-,-,3,0,0,0,0,0,0,0,-
410179003,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,1.資訊管理; ,1.顧客關係管理; ,-,0,0,0,0,0,3,3,0,-
410179004,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179005,休學,休學,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★
410179006,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179007,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179008,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,★★
410179009,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179010,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179011,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; ,1.組織理論與行為; 2.體育：桌球; ,-,-,-,-,-,0,3,3,0,0,0,0,0,-
410179012,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; 2.會計學; ,1.財務管理; ,-,-,-,1.統計套用程式; ,-,0,6,3,0,0,0,3,0,-
410179013,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.微積分; ,-,1.體育：桌球; 2.作業研究; ,-,1.微積分; ,-,1.供應鏈管理; ,3,3,0,3,0,3,0,3,-
410179014,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.作業管理; ,-,-,-,0,0,0,0,3,0,0,0,-
410179015,正常,正常,-,-,-,-,-,-,1.會計學; ,-,-,-,-,-,-,-,3,0,0,0,0,0,0,0,-
410179016,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.財務管理; ,-,-,-,-,-,0,3,3,0,0,0,0,0,-
410179017,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179018,正常,正常,正常,正常,正常,正常,正常,正常,-,1.經濟學; ,1.統計學; 2.金融市場; 3.體育：桌球; ,1.總體經濟學; ,1.體育：室內飛輪; 2.歷史; ,1.歷史; ,-,-,0,3,6,3,2,2,0,0,-
410179019,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.總體經濟學; ,-,-,-,-,0,0,0,3,0,0,0,0,★
410179020,正常,正常,正常,正常,正常,休學,正常,正常,1.經濟學; ,1.管理學; ,1.財務管理; 2.金融市場; 3.體育：游泳; 4.法學緒論; ,-,1.歷史; 2.財務管理; ,-,-,-,3,3,9,0,5,0,0,0,-
410179021,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.統計學; ,-,-,1.資訊管理; ,-,-,0,3,3,0,0,3,0,0,-
410179022,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.德文; ,-,1.歷史; ,-,-,0,0,0,2,0,2,0,0,-
410179023,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179024,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179025,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,-,-,-,-,-,-,0,3,0,0,0,0,0,0,-
410179026,正常,正常,正常,正常,正常,正常,正常,正常,-,1.微積分; 2.會計學; ,1.金融市場; ,-,-,-,-,1.供應鏈管理; ,0,6,3,0,0,0,0,3,-
410179027,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.微積分; ,1.統計學; ,1.統計學; ,-,-,-,-,3,3,3,3,0,0,0,0,-
410179028,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,1.歷史; ,-,-,-,0,0,0,0,2,0,0,0,-
410179029,正常,正常,正常,正常,正常,正常,正常,正常,1.專業英文：一般職場英文; ,-,1.財務管理; ,1.總體經濟學; ,-,1.統計學; ,-,-,2,0,3,3,0,3,0,0,-
410179030,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.金融市場; ,-,-,-,-,-,0,3,3,0,0,0,0,0,-
410179031,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,-
410179033,正常,正常,正常,正常,正常,正常,正常,正常,1.會計學; ,1.體育：籃球; ,-,-,-,-,-,-,3,0,0,0,0,0,0,0,-
410179034,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,1.統計學; ,1.體育：室內飛輪; ,-,1.中國古今文字賞析; 2.作業管理; ,1.資訊管理; ,0,0,0,3,0,0,5,3,-
410179035,正常,正常,正常,正常,正常,正常,正常,正常,1.微積分; ,1.微積分; ,1.統計學; 2.國際企業管理; 3.組織理論與行為; 4.體育：桌球; ,1.作業研究; 2.德語聽講練習; ,-,1.統計學; 2.日文一年班; ,1.微積分; ,-,3,3,9,4,0,5,3,0,-
410179036,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; 2.微積分; ,1.統計學; 2.財務管理; 3.組織理論與行為; ,1.統計學; 2.總體經濟學; 3.體育：網球; ,-,1.微積分; ,-,-,0,6,9,6,0,3,0,0,-
410179037,正常,正常,正常,正常,正常,正常,正常,正常,-,-,1.統計學; ,1.統計學; ,1.金融市場; ,-,-,-,0,0,3,3,3,0,0,0,-
410179038,正常,正常,正常,正常,正常,正常,正常,正常,-,1.會計學; ,1.統計學; ,-,-,-,-,-,0,3,3,0,0,0,0,0,-
